Tweet id	Sentiment	Category
1494924349542830080	1	advice
1494924312477904896	0	advice
1494923803234820096	0	advice
1494923663753330688	0	worldview
1494922608277479427	0	advice
1494921797115858947	0	advice
1494920443597590530	0	worldview
1494920325527932930	0	advice
1494920246914064387	0	worldview
1494920122867548161	0	advice
1494919856453419009	0	worldview
1494919460301455363	1	advice
1494918427684835330	0	worldview
1494918423884623872	0	advice
1494914645261717504	0	advice
1494914143102676993	0	personal-experience
1494911640231452673	0	worldview
1494911632560242688	0	affirmation
1494910295562674177	0	worldview
1494905037067210754	0	worldview
1494902763855269890	0	worldview
1494902269904515074	0	worldview
1494895119358693377	0	advice
1494894618785116163	0	worldview
1494894519879356418	0	worldview
1494891861017726981	0	advice
1494891631253737477	0	advice
1494887689484521473	1	advice
1494887121831616513	0	worldview
1494879663831019520	0	worldview
1494878857937235976	0	worldview
1494878500305739779	0	worldview
1494867398305845251	0	advice
1494850007433981953	0	worldview
1494848481739120645	0	worldview
1494847113204805637	0	advice
1494846697901539335	1	advice
1494845243900166147	0	worldview
1494839500337467400	1	affirmation
1494839177736818692	0	worldview
1494837824666882051	0	advice
1494836875701493760	0	worldview
1494836726426181637	0	worldview
1494833427081830400	0	worldview
1494831892750688260	0	worldview
1494831688836423693	0	advice
1494828793545904129	0	advice
1494828146436182018	1	advice
1494827557618864132	1	worldview
1494826175562072064	0	affirmation
1494824487749046275	1	worldview
1494822854050947072	0	advice
1494822165874626565	0	worldview
1494819507629551617	0	worldview
1494814221552472071	0	worldview
1494813380795904005	0	worldview
1494809187498532869	0	worldview
1494809083295289345	0	worldview
1494808786468589572	0	worldview
1494805506011062284	0	affirmation
1494801433757167616	0	worldview
1494798239597744129	0	worldview
1494797326312951816	0	advice
1494794003744702472	1	worldview
1494793502403801089	0	worldview
1494793330957377537	0	worldview
1494793295075102722	0	advice
1494791566782783493	0	advice
1494791127605645314	0	advice
1494786776120057862	0	advice
1494786008327593985	0	advice
1494784100502319106	0	personal-experience
1494782536731533316	0	worldview
1494782409514049541	0	personal-experience
1494778966850342919	0	worldview
1494777756013535245	0	worldview
1494768120728334337	0	worldview
1494767177706184708	0	worldview
1494766575731179522	0	worldview
1494764538146824200	0	worldview
1494764094339039237	0	affirmation
1494759816346038276	0	worldview
1494758003089813510	0	worldview
1494757429539741698	0	worldview
1494756228035223552	0	worldview
1494756151598235651	0	worldview
1494753709057658880	0	advice
1494752534174576645	0	worldview
1494752327630086144	0	affirmation
1494752227856060416	1	worldview
1494748796496105478	1	worldview
1494746259629957133	0	worldview
1494743751826288643	0	worldview
1494741130432454667	1	affirmation
1494739940390969352	0	advice
1494737737051746308	1	worldview
1494737249535205379	0	worldview
1494735737450684418	0	worldview
1494735641158033408	0	worldview
1494726377613922306	0	worldview
1494726219232911365	0	advice
1494723709881442306	0	advice
1494723607846608902	0	personal-experience
1494722452236251138	0	worldview
1494721878149283847	0	worldview
1494721118221086734	1	worldview
1494719929710522371	0	worldview
1494718642772185089	0	affirmation
1494715745049235459	0	worldview
1494714840803282951	0	worldview
1494712828397338633	0	worldview
1494710927429615622	0	worldview
1494710880214433795	0	worldview
1494709563752435723	0	worldview
1494709529522679810	0	worldview
1494709102194405376	0	worldview
1494707916577906695	0	worldview
1494707732146016258	0	worldview
1494704989989748741	0	worldview
1494704488543830016	0	worldview
1494704024092053504	0	worldview
1494703869972131846	0	worldview
1494703608457310215	0	personal-experience
1494703329569652739	0	worldview
1494702449092960258	0	worldview
1494702411662905354	1	worldview
1494701058404270081	0	worldview
1494700954981224449	0	worldview
1494698977425604608	1	worldview
1494698575674363904	1	advice
1494698004732948485	0	worldview
1494697989826555910	1	worldview
1494697975007768577	0	worldview
1494697955588448256	0	worldview
1494697942393180160	0	worldview
1494697925875990528	0	worldview
1494697891751141376	0	worldview
1494697223116009475	0	worldview
1494695533847670787	0	worldview
1494695154338643968	0	worldview
1494694805754068993	0	worldview
1494694774846398464	0	worldview
1494694395110563841	0	worldview
1494694013932163077	0	worldview
1494693982223355911	0	worldview
1494692586434580485	0	worldview
1494692234645499904	0	worldview
1494692067729096709	0	worldview
1494691954751385603	0	worldview
1494691721963266053	0	worldview
1494690421624262657	0	worldview
1494689414559195136	0	worldview
1494688849729138688	0	worldview
1494688562398347266	0	worldview
1494681824987164676	0	worldview
1494679705013919751	0	advice
1494678300760973319	0	advice
1494678131327836164	0	worldview
1494677613419319298	0	advice
1494676851083644945	0	worldview
1494676659567476737	0	worldview
1494674694678585349	0	worldview
1494671622380343298	0	advice
1494669632845881345	0	worldview
1494669600226971648	1	worldview
1494668589873438721	0	worldview
1494666614444212228	0	advice
1494665570104623109	1	worldview
1494664639375986699	0	advice
1494664270642094090	0	worldview
1494660004309315587	0	worldview
1494655647924854784	0	worldview
1494654992095064068	0	advice
1494651272552914944	0	worldview
1494650629700337668	0	worldview
1494649156060815361	0	worldview
1494646693693992960	0	advice
1494646650052218890	0	worldview
1494643370601316356	0	worldview
1494640819433017345	0	worldview
1494638789683253266	0	worldview
1494634656524029954	0	worldview
1494634056625328130	0	worldview
1494633763569270785	0	worldview
1494633560883761158	0	worldview
1494633282075754497	0	advice
1494633148365570048	0	advice
1494632994459553815	0	worldview
1494630775509114880	0	worldview
1494630447111884801	0	worldview
1494629935826497538	0	worldview
1494628585449181188	0	worldview
1494626247162408966	0	worldview
1494620257134288902	0	worldview
1494618656915038212	0	worldview
1494617475685949440	0	worldview
1494617137025265669	0	worldview
1494614155474706442	0	worldview
1494614130749280256	0	advice
1494614061010591773	0	worldview
1494614052626120704	0	worldview
1494614044287901727	0	worldview
1494613985831882752	0	advice
1494613951858024448	0	advice
1494613615152082945	0	advice
1494612727452606494	0	advice
1494611960238907401	0	worldview
1494610778661748738	0	worldview
1494610341233369109	0	advice
1494610323290361859	1	advice
1494610136807374849	1	advice
1494609700922531870	1	advice
1494608605022195717	0	worldview
1494608580829454368	0	worldview
1494607815805005824	0	worldview
1494607524175122432	0	worldview
1494604148012158976	0	worldview
1494603408023691277	0	worldview
1494602727611113492	0	advice
1494602701283467273	0	worldview
1494601873487241222	0	advice
1494601341959872514	0	worldview
1494599192081317890	0	worldview
1494593843458867200	0	advice
1494592004319178755	0	worldview
1494589523111653394	1	worldview
1494588581419307008	0	worldview
1494588464255414281	0	worldview
1494587101249220629	0	advice
1494585304111591450	0	worldview
1494583108074496000	0	advice
1494582863165272065	1	advice
1494579616731697152	1	advice
1494578110800429060	1	advice
1494574907543670784	0	advice
1494572154674982914	0	worldview
1494568235362144287	0	worldview
1494568028062863383	0	worldview
1494558906496204800	0	advice
1494558317531877393	1	worldview
1494557393350688772	0	worldview
1494557092606365701	0	worldview
1494556041740275715	0	worldview
1494549818122850307	1	worldview
1494549787005407240	0	worldview
1494546026019139585	0	worldview
1494544736585240592	0	worldview
1494538316535910402	0	worldview
1494532375740571681	0	worldview
1494532369180676096	1	advice
1494531581238779909	0	advice
1494525602073829382	0	worldview
1494523007074775042	0	worldview
1494519502666563585	0	worldview
1494515652056518658	0	worldview
1494515474876764164	0	advice
1494510673165836288	0	worldview
1494510503481286658	0	advice
1494507848700600327	0	worldview
1494507642651303939	0	advice
1494506961689268238	0	advice
1494506399560187904	0	worldview
1494492466665312256	0	advice
1494489318378942476	0	worldview
1494488447591280641	0	worldview
1494487067828670465	0	worldview
1494485782463057922	1	worldview
1494484309461413897	0	worldview
1494480419064098822	0	worldview
1494480308032397312	0	worldview
1494478180647727106	0	worldview
1494472894516277250	0	worldview
1494472383645814786	0	worldview
1494465785351348233	0	worldview
1494454170019147785	0	worldview
1494452931617251331	0	worldview
1494446745312501764	0	worldview
1494444233234661379	0	worldview
1494444141257928708	0	worldview
1494444089328091150	0	worldview
1494443110016991233	0	worldview
1494441154934292511	0	advice
1494439052237586433	0	worldview
1494436025246134282	0	advice
1494436015888486400	0	worldview
1494434971125260290	0	worldview
1494434929417011201	0	advice
1494434398426447874	0	worldview
1494431179147292680	0	worldview
1494430630691676161	0	worldview
1494428803476639744	0	worldview
1494427066380525572	0	advice
1494425818025521185	0	worldview
1494424608421953538	0	worldview
1494423032798011394	0	worldview
1494422815273062407	0	advice
1494420357607931905	0	worldview
1494420148198981634	0	advice
1494420065294315541	0	worldview
1494419909421547527	0	worldview
1494414034908635146	0	advice
1494408971326832646	0	worldview
1494408759523016704	0	worldview
1494406415397568517	0	advice
1494406112103350275	0	advice
1494406074744688644	0	advice
1494404394548445187	0	advice
1494404123562811398	0	worldview
1494403880737808394	0	worldview
1494403842942947330	0	worldview
1494400994666496007	0	advice
1494400960629776391	0	advice
1494396857899884547	0	advice
1494393771777212417	0	advice
1494391386136727553	0	worldview
1494388442104573956	0	advice
1494386357812219914	0	worldview
1494383760971911176	0	worldview
1494383310222594050	0	worldview
1494378674543480836	0	worldview
1494377178519130113	0	worldview
1494372712491663360	0	worldview
1494371396973170690	0	worldview
1494371127405252613	0	worldview
1494370643231617024	0	worldview
1494369277570396162	0	worldview
1494366486034583562	0	advice
1494364804248748035	0	advice
1494361476538470401	0	worldview
1494361108563513347	0	worldview
1494359864088449036	0	advice
1494357709814124545	0	worldview
1494357602544848903	0	advice
1494356216759214095	0	worldview
1494350473356361728	0	worldview
1494349684797849608	0	advice
1494349647774576642	0	worldview
1494349270509494273	0	advice
1494348493384818689	0	worldview
1494346490160062469	0	worldview
1494346446077939716	0	worldview
1494345142630768642	0	advice
1494344974405554177	1	advice
1494344808512606208	0	advice
1494344535043809280	0	advice
1494342693778239496	1	worldview
1494342637297586177	1	worldview
1494342499434786818	0	worldview
1494341956738351106	0	advice
1494340919029547008	0	worldview
1494340116399022092	0	advice
1494338651576147970	0	worldview
1494337609929150466	0	worldview
1494337211755495424	0	worldview
1494335571195432965	0	worldview
1494332178800406533	0	advice
1494329570970902529	0	worldview
1494327579834470410	0	advice
1494326969634209798	0	advice
1494324104832290834	0	advice
1494323927945867264	0	worldview
1494322792518795264	0	advice
1494322773992550406	0	worldview
1494322760574976003	0	advice
1494319157520867330	0	worldview
1494319057230835717	0	advice
1494318778393542659	0	worldview
1494315801444245504	0	worldview
1494315796813778949	0	worldview
1494314380858515460	1	worldview
1494314212864188421	0	personal-experience
1494313924669603849	0	worldview
1494310929751846919	0	advice
1494307086364475401	0	advice
1494305573101178886	0	advice
1494303706040659971	0	advice
1494303180754239493	0	worldview
1494299365279772675	0	advice
1494299173927092225	0	worldview
1494299110123446272	0	advice
1494292723364413440	0	advice
1494291615468638208	0	advice
1494289812844871682	0	worldview
1494286462950514688	0	advice
1494286239448637442	0	worldview
1494284265919553536	0	worldview
1494282232571121667	0	advice
1494281987464568832	0	advice
1494278717727719426	0	advice
1494278382414086145	0	worldview
1494277291442315264	0	advice
1494276975489437698	0	worldview
1494274210356776966	0	advice
1494271666834317312	0	advice
1494270708096147456	0	worldview
1494269766734946308	0	worldview
1494266183868366849	0	worldview
1494263513686380552	0	affirmation
1494260696078434305	0	worldview
1494258138752692224	0	worldview
1494257865066000385	0	worldview
1494257535385321481	0	worldview
1494255880422191105	0	advice
1494254598370078720	0	advice
1494254574999384072	0	worldview
1494250658601578501	0	worldview
1494250596282552321	0	worldview
1494248895781941249	0	worldview
1494248583914487811	0	worldview
1494248577429692418	0	worldview
1494238351364444168	0	advice
1494237055513206785	0	worldview
1494235550194278401	0	advice
1494233478346330114	0	worldview
1494231124016451586	0	worldview
1494228967372607490	1	advice
1494228926725599234	0	worldview
1494227160424271877	0	worldview
1494225494182547457	0	worldview
1494224738301980672	0	worldview
1494220081626185728	1	worldview
1494219631942582273	0	advice
1494217537667702789	0	worldview
1494217465135566852	0	worldview
1494217452003241987	0	worldview
1494216482171105280	1	worldview
1494212554553450499	0	worldview
1494212520177201153	0	worldview
1494210885610467328	0	worldview
1494210511059439617	0	advice
1494209470401957906	0	worldview
1494208587413049344	0	advice
1494202892097835008	0	worldview
1494202534575194113	0	worldview
1494201128522813443	0	worldview
1494198062264492035	0	worldview
1494197947990683651	0	advice
1494197618234519555	0	advice
1494195452966686722	0	advice
1494195131389337602	0	worldview
1494194141168816132	0	worldview
1494190271747305473	0	affirmation
1494189886978637824	0	advice
1494185736416935944	0	advice
1494182183782785024	0	affirmation
1494180149163700225	0	worldview
1494180113591803908	0	worldview
1494172418335645696	0	worldview
1494172396999249922	0	worldview
1494170664089145346	0	worldview
1494170284131340291	0	worldview
1494169651521204227	0	worldview
1494168641855946756	0	worldview
1494168090757763078	0	worldview
1494167375675269122	0	worldview
1494167186482552834	0	advice
1494166355154776064	0	worldview
1494162200310661126	0	worldview
1494160489265647618	0	worldview
1494158687195127808	0	worldview
1494152134018928646	0	worldview
1494149761514893314	0	worldview
1494148923132297228	0	worldview
1494148502288535554	0	worldview
1494148200583860230	0	worldview
1494147495139713028	0	worldview
1494147325136347136	0	worldview
1494146928199626752	0	worldview
1494144874194477058	0	worldview
1494144809938059264	0	advice
1494142796353077248	0	advice
1495247696965214209	0	worldview
1495247688333361160	0	worldview
1495247676824117248	0	worldview
1495247667638587392	0	advice
1495247644112814086	0	advice
1495247634927284225	0	worldview
1495247622998687745	0	worldview
1495242589473148929	0	advice
1495242280483102722	0	worldview
1495240472226263045	0	worldview
1495240441892986880	0	worldview
1495240334778847233	0	personal-experience
1495240321139036162	0	worldview
1495240311051669506	0	advice
1495240057875091457	0	advice
1495239971979948033	0	advice
1495239280423174149	0	advice
1494593193068961793	0	worldview
1494585304111591450	0	advice
1494583733298634753	0	advice
1494583108074496000	0	worldview
1494582863165272065	0	advice
1494582507681062912	0	advice
1494579946420727808	0	advice
1494574940858822673	0	worldview
1494571095499821060	0	advice
1494570433546387461	0	worldview
1494568028062863383	0	advice
1494568023755091973	0	advice
1494567625581645861	0	advice
1494567408715157515	0	worldview
1494566863883304964	0	advice
1494564961477038082	1	advice
1494557548325883922	0	advice
1494557432743608323	0	worldview
1494557405727772674	0	worldview
1494555455892647943	0	worldview
1494552298680471553	0	advice
1494549787005407240	0	advice
1494547371664891906	0	advice
1494545066685198338	0	worldview
1494544736585240592	0	advice
1494543711941939207	0	worldview
1494582461996552194	0	worldview
1494642042407841795	0	advice
1494641595928383490	0	advice
1494640819433017345	0	advice
1494639546415386628	0	worldview
1494639201945473026	0	worldview
1494637766453329921	0	worldview
1494635020853866500	0	worldview
1494634656524029954	0	advice
1494634056625328130	0	advice
1494633763569270785	0	advice
1494633148365570048	0	worldview
1494632788020056066	0	worldview
1494631264653086728	0	advice
1494630775509114880	0	advice
1494628608706596867	0	worldview
1494625784727674883	0	advice
1494622777923436545	0	worldview
1494620936406208515	1	worldview
1494617475685949440	0	advice
1494614155474706442	0	advice
1494612687992537089	0	advice
1494611960238907401	0	advice
1494611032765235201	0	advice
1495269409526464513	0	worldview
1495266478852960259	0	worldview
1495266179832762375	0	advice
1495264976524779524	0	worldview
1495264912154800128	0	worldview
1495258386992033793	0	worldview
1495249805353828360	0	worldview
1495242280483102722	0	advice
1495218566375043075	0	advice
1495214613046054917	0	advice
1495218661040082944	0	worldview
1528613696615895040	0	worldview
1528590292483461120	0	worldview
1528566636516519936	0	worldview
1528542980956573696	0	advice
1528519324943519744	0	advice
1528495417285087233	0	worldview
1528472264714379264	0	advice
1528448608936161280	0	advice
1528425204749373440	0	worldview
1528401548883243009	0	advice
1528377893021224960	1	worldview
1528354236995469318	0	advice
1528329574488018944	1	advice
1528307680418402304	0	worldview
1528282262780911617	0	worldview
1528260368824291328	0	advice
1528234950876536834	0	advice
1528213308750254080	0	worldview
1528187387565645825	0	advice
1528165241703436288	0	advice
1528139070274142208	0	worldview
1528117929916526592	0	advice
1528092764428181504	0	advice
1528070618138038272	0	advice
1528045955722776577	0	worldview
1528023306527309824	0	advice
1527999147411877888	0	advice
1527976246964957184	0	worldview
1527951835624898560	0	advice
1527929438125494272	0	worldview
1527904776272220160	0	worldview
1527882379150229505	0	advice
1527857463894196224	0	worldview
1527835570042331136	0	advice
1527810907329335296	0	advice
1527787754913792000	0	advice
1527764099395895302	0	advice
1527739940380889088	0	advice
1527716535929712640	0	advice
1527692627822403586	0	worldview
1527668972191105026	1	advice
1527645567647481856	1	worldview
1527621911747907584	0	worldview
1527599010814611458	0	worldview
1527574349368020992	0	worldview
1527551950451003392	0	worldview
1527527288094568448	0	worldview
1527504890427080704	0	worldview
1527479976387280896	0	worldview
1527458082082525184	0	advice
1527432916828950528	0	worldview
1527410771650564122	0	advice
1527394664428576770	0	worldview
1527362452064612359	0	worldview
1527338796068511744	0	advice
1527315392900780032	0	worldview
1527291484373917696	0	advice
1527268080862232577	0	advice
1527244676658368512	0	worldview
1527221272274296832	0	worldview
1527196861609672705	0	worldview
1527174463338553350	0	worldview
1527149801992638464	0	worldview
1527127657246117889	0	worldview
1527102741486587906	0	worldview
1527079588085522433	0	worldview
1527055428844134400	0	worldview
1527032277011775490	0	worldview
1527008369310961664	0	worldview
1526984965262548994	0	worldview
1526961309232816130	0	worldview
1526937904978661376	0	worldview
1526914752345251844	0	worldview
1526890593154220033	0	worldview
1526867692660981760	0	worldview
1526843784985579520	0	worldview
1526820380966588424	0	worldview
1526796976238514179	0	worldview
1526772564919341056	0	worldview
1526750167436668928	0	worldview
1526725002116071424	0	worldview
1526703107794685952	0	worldview
1526677942394204160	0	worldview
1526655796393693184	0	worldview
1526630882999607296	0	worldview
1526607728763977729	0	worldview
1526583570546012160	0	worldview
1526560165679464448	0	worldview
1526537014312673280	0	worldview
1526527601434566656	0	worldview
1526512853892612101	0	worldview
1526489449626050563	0	worldview
1526465542067986433	0	worldview
1526442137851547648	0	worldview
1526418733702557701	0	worldview
1526394826236755969	0	worldview
1526371171259670529	0	worldview
1526347514294718470	0	worldview
1526324361942155268	0	worldview
1526299950933372928	0	worldview
1526277050620846081	0	worldview
1526253142366732288	0	worldview
1526229991830065157	0	worldview
1526206586389245953	0	worldview
1526182930309165056	0	worldview
1526159526331928577	0	worldview
1526135869568081921	0	worldview
1526112717278392320	0	worldview
1526088809871384576	0	worldview
1526065405676109827	0	worldview
1526041749633716224	0	worldview
1526017841928994816	0	worldview
1525994941150728192	0	worldview
1525970026829910017	0	worldview
1525947629472997378	0	worldview
1525923218502012928	0	worldview
1525900317623189508	0	worldview
1525875907377778691	0	worldview
1525855607667957763	0	worldview
1525852754564026370	0	worldview
1525829350008004610	0	worldview
1525805190775021573	0	worldview
1525782038200074240	0	worldview
1525758130834919424	0	worldview
1525735481736146945	0	worldview
1525711322255482880	0	worldview
1525687918823477248	0	worldview
1525664513974059009	0	worldview
1525640606344691712	0	worldview
1525617202338181120	0	worldview
1525592539440500737	0	worldview
1525570141827739648	0	worldview
1525545479534047232	0	worldview
1525522830170787840	0	worldview
1525498168204460032	0	worldview
1525474763535028224	0	worldview
1525450101174304769	0	worldview
1525427703469338625	0	worldview
1525403544538427392	0	worldview
1525393538833424385	0	worldview
1525379636552683520	0	worldview
1525356232835465217	0	worldview
1525332324841398273	0	worldview
1525308920717119489	0	worldview
1525285013805219842	0	worldview
